"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr1663","Container","CR for TD","td486","Transport Document","(Container,Transport Document)","(cr1663,td486)","ENTITY","233611"
"cr1694","Container","CR contains HU","hu8929","Handling Unit","(Container,Handling Unit)","(cr1694,hu8929)","ENTITY","233612"
"cr1694","Container","CR contains HU","hu8930","Handling Unit","(Container,Handling Unit)","(cr1694,hu8930)","ENTITY","233613"
"cr1694","Container","CR contains HU","hu8931","Handling Unit","(Container,Handling Unit)","(cr1694,hu8931)","ENTITY","233614"
"cr1694","Container","CR contains HU","hu8932","Handling Unit","(Container,Handling Unit)","(cr1694,hu8932)","ENTITY","233615"
"cr1694","Container","CR contains HU","hu8933","Handling Unit","(Container,Handling Unit)","(cr1694,hu8933)","ENTITY","233616"
"cr1694","Container","CR contains HU","hu8934","Handling Unit","(Container,Handling Unit)","(cr1694,hu8934)","ENTITY","233617"
"cr1694","Container","CR for TD","td495","Transport Document","(Container,Transport Document)","(cr1694,td495)","ENTITY","233618"
"cr1685","Container","CR contains HU","hu8935","Handling Unit","(Container,Handling Unit)","(cr1685,hu8935)","ENTITY","233619"
"cr1685","Container","CR contains HU","hu8936","Handling Unit","(Container,Handling Unit)","(cr1685,hu8936)","ENTITY","233620"
"cr1685","Container","CR contains HU","hu8937","Handling Unit","(Container,Handling Unit)","(cr1685,hu8937)","ENTITY","233621"
"cr1685","Container","CR contains HU","hu8938","Handling Unit","(Container,Handling Unit)","(cr1685,hu8938)","ENTITY","233622"
"cr1685","Container","CR contains HU","hu8939","Handling Unit","(Container,Handling Unit)","(cr1685,hu8939)","ENTITY","233623"
"cr1685","Container","CR contains HU","hu8940","Handling Unit","(Container,Handling Unit)","(cr1685,hu8940)","ENTITY","233624"
"cr1685","Container","CR for TD","td492","Transport Document","(Container,Transport Document)","(cr1685,td492)","ENTITY","233625"
"cr1702","Container","CR contains HU","hu8941","Handling Unit","(Container,Handling Unit)","(cr1702,hu8941)","ENTITY","233626"
"cr1702","Container","CR contains HU","hu8942","Handling Unit","(Container,Handling Unit)","(cr1702,hu8942)","ENTITY","233627"
"cr1702","Container","CR contains HU","hu8943","Handling Unit","(Container,Handling Unit)","(cr1702,hu8943)","ENTITY","233628"
"cr1702","Container","CR contains HU","hu8944","Handling Unit","(Container,Handling Unit)","(cr1702,hu8944)","ENTITY","233629"
"cr1702","Container","CR contains HU","hu8945","Handling Unit","(Container,Handling Unit)","(cr1702,hu8945)","ENTITY","233630"
"cr1702","Container","CR for TD","td498","Transport Document","(Container,Transport Document)","(cr1702,td498)","ENTITY","233631"
"cr1655","Container","CR contains HU","hu8946","Handling Unit","(Container,Handling Unit)","(cr1655,hu8946)","ENTITY","233632"
"cr1655","Container","CR contains HU","hu8947","Handling Unit","(Container,Handling Unit)","(cr1655,hu8947)","ENTITY","233633"
"cr1655","Container","CR contains HU","hu8948","Handling Unit","(Container,Handling Unit)","(cr1655,hu8948)","ENTITY","233634"
"cr1655","Container","CR contains HU","hu8949","Handling Unit","(Container,Handling Unit)","(cr1655,hu8949)","ENTITY","233635"
"cr1655","Container","CR contains HU","hu8950","Handling Unit","(Container,Handling Unit)","(cr1655,hu8950)","ENTITY","233636"
"cr1655","Container","CR contains HU","hu8951","Handling Unit","(Container,Handling Unit)","(cr1655,hu8951)","ENTITY","233637"
"cr1655","Container","CR for TD","td483","Transport Document","(Container,Transport Document)","(cr1655,td483)","ENTITY","233638"
"cr1700","Container","CR contains HU","hu8952","Handling Unit","(Container,Handling Unit)","(cr1700,hu8952)","ENTITY","233639"
"cr1700","Container","CR contains HU","hu8953","Handling Unit","(Container,Handling Unit)","(cr1700,hu8953)","ENTITY","233640"
"cr1700","Container","CR contains HU","hu8954","Handling Unit","(Container,Handling Unit)","(cr1700,hu8954)","ENTITY","233641"
"cr1700","Container","CR contains HU","hu8955","Handling Unit","(Container,Handling Unit)","(cr1700,hu8955)","ENTITY","233642"
"cr1700","Container","CR contains HU","hu8956","Handling Unit","(Container,Handling Unit)","(cr1700,hu8956)","ENTITY","233643"
"cr1700","Container","CR contains HU","hu8957","Handling Unit","(Container,Handling Unit)","(cr1700,hu8957)","ENTITY","233644"
"cr1700","Container","CR for TD","td497","Transport Document","(Container,Transport Document)","(cr1700,td497)","ENTITY","233645"
"cr1704","Container","CR contains HU","hu8958","Handling Unit","(Container,Handling Unit)","(cr1704,hu8958)","ENTITY","233646"
"cr1704","Container","CR contains HU","hu8959","Handling Unit","(Container,Handling Unit)","(cr1704,hu8959)","ENTITY","233647"
"cr1704","Container","CR contains HU","hu8960","Handling Unit","(Container,Handling Unit)","(cr1704,hu8960)","ENTITY","233648"
"cr1704","Container","CR contains HU","hu8961","Handling Unit","(Container,Handling Unit)","(cr1704,hu8961)","ENTITY","233649"
"cr1704","Container","CR contains HU","hu8962","Handling Unit","(Container,Handling Unit)","(cr1704,hu8962)","ENTITY","233650"
"cr1704","Container","CR contains HU","hu8963","Handling Unit","(Container,Handling Unit)","(cr1704,hu8963)","ENTITY","233651"
"cr1704","Container","CR for TD","td499","Transport Document","(Container,Transport Document)","(cr1704,td499)","ENTITY","233652"
"cr1703","Container","CR contains HU","hu8964","Handling Unit","(Container,Handling Unit)","(cr1703,hu8964)","ENTITY","233653"
"cr1703","Container","CR contains HU","hu8965","Handling Unit","(Container,Handling Unit)","(cr1703,hu8965)","ENTITY","233654"
"cr1703","Container","CR contains HU","hu8966","Handling Unit","(Container,Handling Unit)","(cr1703,hu8966)","ENTITY","233655"
"cr1703","Container","CR contains HU","hu8967","Handling Unit","(Container,Handling Unit)","(cr1703,hu8967)","ENTITY","233656"
"cr1703","Container","CR contains HU","hu8968","Handling Unit","(Container,Handling Unit)","(cr1703,hu8968)","ENTITY","233657"
"cr1703","Container","CR contains HU","hu8969","Handling Unit","(Container,Handling Unit)","(cr1703,hu8969)","ENTITY","233658"
"cr1703","Container","CR for TD","td499","Transport Document","(Container,Transport Document)","(cr1703,td499)","ENTITY","233659"
"cr1675","Container","CR contains HU","hu8970","Handling Unit","(Container,Handling Unit)","(cr1675,hu8970)","ENTITY","233660"
"cr1675","Container","CR contains HU","hu8971","Handling Unit","(Container,Handling Unit)","(cr1675,hu8971)","ENTITY","233661"
"cr1675","Container","CR contains HU","hu8972","Handling Unit","(Container,Handling Unit)","(cr1675,hu8972)","ENTITY","233662"
"cr1675","Container","CR contains HU","hu8973","Handling Unit","(Container,Handling Unit)","(cr1675,hu8973)","ENTITY","233663"
"cr1675","Container","CR contains HU","hu8974","Handling Unit","(Container,Handling Unit)","(cr1675,hu8974)","ENTITY","233664"
"cr1675","Container","CR contains HU","hu8975","Handling Unit","(Container,Handling Unit)","(cr1675,hu8975)","ENTITY","233665"
"cr1675","Container","CR for TD","td489","Transport Document","(Container,Transport Document)","(cr1675,td489)","ENTITY","233666"
"cr1705","Container","CR contains HU","hu8976","Handling Unit","(Container,Handling Unit)","(cr1705,hu8976)","ENTITY","233667"
"cr1705","Container","CR for TD","td499","Transport Document","(Container,Transport Document)","(cr1705,td499)","ENTITY","233668"
"cr1676","Container","CR contains HU","hu8977","Handling Unit","(Container,Handling Unit)","(cr1676,hu8977)","ENTITY","233669"
"cr1676","Container","CR contains HU","hu8978","Handling Unit","(Container,Handling Unit)","(cr1676,hu8978)","ENTITY","233670"
"cr1676","Container","CR contains HU","hu8979","Handling Unit","(Container,Handling Unit)","(cr1676,hu8979)","ENTITY","233671"
"cr1676","Container","CR contains HU","hu8980","Handling Unit","(Container,Handling Unit)","(cr1676,hu8980)","ENTITY","233672"
"cr1676","Container","CR contains HU","hu8981","Handling Unit","(Container,Handling Unit)","(cr1676,hu8981)","ENTITY","233673"
"cr1676","Container","CR contains HU","hu8982","Handling Unit","(Container,Handling Unit)","(cr1676,hu8982)","ENTITY","233674"
"cr1676","Container","CR for TD","td489","Transport Document","(Container,Transport Document)","(cr1676,td489)","ENTITY","233675"
"cr1645","Container","CR contains HU","hu8983","Handling Unit","(Container,Handling Unit)","(cr1645,hu8983)","ENTITY","233676"
"cr1645","Container","CR contains HU","hu8984","Handling Unit","(Container,Handling Unit)","(cr1645,hu8984)","ENTITY","233677"
"cr1645","Container","CR contains HU","hu8985","Handling Unit","(Container,Handling Unit)","(cr1645,hu8985)","ENTITY","233678"
"cr1645","Container","CR contains HU","hu8986","Handling Unit","(Container,Handling Unit)","(cr1645,hu8986)","ENTITY","233679"
"cr1645","Container","CR contains HU","hu8987","Handling Unit","(Container,Handling Unit)","(cr1645,hu8987)","ENTITY","233680"
"cr1645","Container","CR contains HU","hu8988","Handling Unit","(Container,Handling Unit)","(cr1645,hu8988)","ENTITY","233681"
"cr1645","Container","CR for TD","td479","Transport Document","(Container,Transport Document)","(cr1645,td479)","ENTITY","233682"
"cr1632","Container","CR contains HU","hu8989","Handling Unit","(Container,Handling Unit)","(cr1632,hu8989)","ENTITY","233683"
"cr1632","Container","CR contains HU","hu8990","Handling Unit","(Container,Handling Unit)","(cr1632,hu8990)","ENTITY","233684"
"cr1632","Container","CR contains HU","hu8991","Handling Unit","(Container,Handling Unit)","(cr1632,hu8991)","ENTITY","233685"
"cr1632","Container","CR contains HU","hu8992","Handling Unit","(Container,Handling Unit)","(cr1632,hu8992)","ENTITY","233686"
"cr1632","Container","CR contains HU","hu8993","Handling Unit","(Container,Handling Unit)","(cr1632,hu8993)","ENTITY","233687"
"cr1632","Container","CR contains HU","hu8994","Handling Unit","(Container,Handling Unit)","(cr1632,hu8994)","ENTITY","233688"
"cr1632","Container","CR for TD","td474","Transport Document","(Container,Transport Document)","(cr1632,td474)","ENTITY","233689"
"cr1710","Container","CR contains HU","hu8995","Handling Unit","(Container,Handling Unit)","(cr1710,hu8995)","ENTITY","233690"
"cr1710","Container","CR contains HU","hu8996","Handling Unit","(Container,Handling Unit)","(cr1710,hu8996)","ENTITY","233691"
"cr1710","Container","CR contains HU","hu8997","Handling Unit","(Container,Handling Unit)","(cr1710,hu8997)","ENTITY","233692"
"cr1710","Container","CR contains HU","hu8998","Handling Unit","(Container,Handling Unit)","(cr1710,hu8998)","ENTITY","233693"
"cr1710","Container","CR contains HU","hu8999","Handling Unit","(Container,Handling Unit)","(cr1710,hu8999)","ENTITY","233694"
"cr1710","Container","CR contains HU","hu9000","Handling Unit","(Container,Handling Unit)","(cr1710,hu9000)","ENTITY","233695"
"cr1710","Container","CR for TD","td501","Transport Document","(Container,Transport Document)","(cr1710,td501)","ENTITY","233696"
"cr1698","Container","CR contains HU","hu9001","Handling Unit","(Container,Handling Unit)","(cr1698,hu9001)","ENTITY","233697"
"cr1698","Container","CR contains HU","hu9002","Handling Unit","(Container,Handling Unit)","(cr1698,hu9002)","ENTITY","233698"
"cr1698","Container","CR contains HU","hu9003","Handling Unit","(Container,Handling Unit)","(cr1698,hu9003)","ENTITY","233699"
"cr1698","Container","CR contains HU","hu9004","Handling Unit","(Container,Handling Unit)","(cr1698,hu9004)","ENTITY","233700"
"cr1698","Container","CR contains HU","hu9005","Handling Unit","(Container,Handling Unit)","(cr1698,hu9005)","ENTITY","233701"
"cr1698","Container","CR contains HU","hu9006","Handling Unit","(Container,Handling Unit)","(cr1698,hu9006)","ENTITY","233702"
"cr1698","Container","CR for TD","td497","Transport Document","(Container,Transport Document)","(cr1698,td497)","ENTITY","233703"
"cr1699","Container","CR contains HU","hu9007","Handling Unit","(Container,Handling Unit)","(cr1699,hu9007)","ENTITY","233704"
"cr1699","Container","CR contains HU","hu9008","Handling Unit","(Container,Handling Unit)","(cr1699,hu9008)","ENTITY","233705"
"cr1699","Container","CR contains HU","hu9009","Handling Unit","(Container,Handling Unit)","(cr1699,hu9009)","ENTITY","233706"
"cr1699","Container","CR contains HU","hu9010","Handling Unit","(Container,Handling Unit)","(cr1699,hu9010)","ENTITY","233707"
"cr1699","Container","CR contains HU","hu9011","Handling Unit","(Container,Handling Unit)","(cr1699,hu9011)","ENTITY","233708"
"cr1699","Container","CR contains HU","hu9012","Handling Unit","(Container,Handling Unit)","(cr1699,hu9012)","ENTITY","233709"
"cr1699","Container","CR for TD","td497","Transport Document","(Container,Transport Document)","(cr1699,td497)","ENTITY","233710"
"cr1689","Container","CR contains HU","hu9013","Handling Unit","(Container,Handling Unit)","(cr1689,hu9013)","ENTITY","233711"
"cr1689","Container","CR contains HU","hu9014","Handling Unit","(Container,Handling Unit)","(cr1689,hu9014)","ENTITY","233712"
"cr1689","Container","CR contains HU","hu9015","Handling Unit","(Container,Handling Unit)","(cr1689,hu9015)","ENTITY","233713"
"cr1689","Container","CR contains HU","hu9016","Handling Unit","(Container,Handling Unit)","(cr1689,hu9016)","ENTITY","233714"
"cr1689","Container","CR contains HU","hu9017","Handling Unit","(Container,Handling Unit)","(cr1689,hu9017)","ENTITY","233715"
"cr1689","Container","CR for TD","td493","Transport Document","(Container,Transport Document)","(cr1689,td493)","ENTITY","233716"
"cr1708","Container","CR contains HU","hu9018","Handling Unit","(Container,Handling Unit)","(cr1708,hu9018)","ENTITY","233717"
"cr1708","Container","CR contains HU","hu9019","Handling Unit","(Container,Handling Unit)","(cr1708,hu9019)","ENTITY","233718"
"cr1708","Container","CR contains HU","hu9020","Handling Unit","(Container,Handling Unit)","(cr1708,hu9020)","ENTITY","233719"
"cr1708","Container","CR contains HU","hu9021","Handling Unit","(Container,Handling Unit)","(cr1708,hu9021)","ENTITY","233720"
"cr1708","Container","CR contains HU","hu9022","Handling Unit","(Container,Handling Unit)","(cr1708,hu9022)","ENTITY","233721"
"cr1708","Container","CR contains HU","hu9023","Handling Unit","(Container,Handling Unit)","(cr1708,hu9023)","ENTITY","233722"
"cr1708","Container","CR for TD","td500","Transport Document","(Container,Transport Document)","(cr1708,td500)","ENTITY","233723"
"cr1707","Container","CR contains HU","hu9024","Handling Unit","(Container,Handling Unit)","(cr1707,hu9024)","ENTITY","233724"
"cr1707","Container","CR contains HU","hu9025","Handling Unit","(Container,Handling Unit)","(cr1707,hu9025)","ENTITY","233725"
"cr1707","Container","CR contains HU","hu9026","Handling Unit","(Container,Handling Unit)","(cr1707,hu9026)","ENTITY","233726"
"cr1707","Container","CR contains HU","hu9027","Handling Unit","(Container,Handling Unit)","(cr1707,hu9027)","ENTITY","233727"
"cr1707","Container","CR contains HU","hu9028","Handling Unit","(Container,Handling Unit)","(cr1707,hu9028)","ENTITY","233728"
"cr1707","Container","CR contains HU","hu9029","Handling Unit","(Container,Handling Unit)","(cr1707,hu9029)","ENTITY","233729"
"cr1707","Container","CR for TD","td500","Transport Document","(Container,Transport Document)","(cr1707,td500)","ENTITY","233730"
"cr1681","Container","CR contains HU","hu9030","Handling Unit","(Container,Handling Unit)","(cr1681,hu9030)","ENTITY","233731"
"cr1681","Container","CR contains HU","hu9031","Handling Unit","(Container,Handling Unit)","(cr1681,hu9031)","ENTITY","233732"
"cr1681","Container","CR contains HU","hu9032","Handling Unit","(Container,Handling Unit)","(cr1681,hu9032)","ENTITY","233733"
"cr1681","Container","CR for TD","td490","Transport Document","(Container,Transport Document)","(cr1681,td490)","ENTITY","233734"
"cr1713","Container","CR contains HU","hu9033","Handling Unit","(Container,Handling Unit)","(cr1713,hu9033)","ENTITY","233735"
"cr1713","Container","CR contains HU","hu9034","Handling Unit","(Container,Handling Unit)","(cr1713,hu9034)","ENTITY","233736"
"cr1713","Container","CR contains HU","hu9035","Handling Unit","(Container,Handling Unit)","(cr1713,hu9035)","ENTITY","233737"
"cr1713","Container","CR contains HU","hu9036","Handling Unit","(Container,Handling Unit)","(cr1713,hu9036)","ENTITY","233738"
"cr1713","Container","CR contains HU","hu9037","Handling Unit","(Container,Handling Unit)","(cr1713,hu9037)","ENTITY","233739"
"cr1713","Container","CR contains HU","hu9038","Handling Unit","(Container,Handling Unit)","(cr1713,hu9038)","ENTITY","233740"
"cr1713","Container","CR for TD","td502","Transport Document","(Container,Transport Document)","(cr1713,td502)","ENTITY","233741"
"cr1706","Container","CR contains HU","hu9039","Handling Unit","(Container,Handling Unit)","(cr1706,hu9039)","ENTITY","233742"
"cr1706","Container","CR contains HU","hu9040","Handling Unit","(Container,Handling Unit)","(cr1706,hu9040)","ENTITY","233743"
"cr1706","Container","CR contains HU","hu9041","Handling Unit","(Container,Handling Unit)","(cr1706,hu9041)","ENTITY","233744"
"cr1706","Container","CR contains HU","hu9042","Handling Unit","(Container,Handling Unit)","(cr1706,hu9042)","ENTITY","233745"
"cr1706","Container","CR contains HU","hu9043","Handling Unit","(Container,Handling Unit)","(cr1706,hu9043)","ENTITY","233746"
"cr1706","Container","CR contains HU","hu9044","Handling Unit","(Container,Handling Unit)","(cr1706,hu9044)","ENTITY","233747"
"cr1706","Container","CR for TD","td500","Transport Document","(Container,Transport Document)","(cr1706,td500)","ENTITY","233748"
"cr1686","Container","CR contains HU","hu9045","Handling Unit","(Container,Handling Unit)","(cr1686,hu9045)","ENTITY","233749"
"cr1686","Container","CR contains HU","hu9046","Handling Unit","(Container,Handling Unit)","(cr1686,hu9046)","ENTITY","233750"
"cr1686","Container","CR contains HU","hu9047","Handling Unit","(Container,Handling Unit)","(cr1686,hu9047)","ENTITY","233751"
"cr1686","Container","CR contains HU","hu9048","Handling Unit","(Container,Handling Unit)","(cr1686,hu9048)","ENTITY","233752"
"cr1686","Container","CR contains HU","hu9049","Handling Unit","(Container,Handling Unit)","(cr1686,hu9049)","ENTITY","233753"
"cr1686","Container","CR contains HU","hu9050","Handling Unit","(Container,Handling Unit)","(cr1686,hu9050)","ENTITY","233754"
"cr1686","Container","CR for TD","td493","Transport Document","(Container,Transport Document)","(cr1686,td493)","ENTITY","233755"
"cr1714","Container","CR contains HU","hu9051","Handling Unit","(Container,Handling Unit)","(cr1714,hu9051)","ENTITY","233756"
"cr1714","Container","CR contains HU","hu9052","Handling Unit","(Container,Handling Unit)","(cr1714,hu9052)","ENTITY","233757"
"cr1714","Container","CR contains HU","hu9053","Handling Unit","(Container,Handling Unit)","(cr1714,hu9053)","ENTITY","233758"
"cr1714","Container","CR contains HU","hu9054","Handling Unit","(Container,Handling Unit)","(cr1714,hu9054)","ENTITY","233759"
"cr1714","Container","CR contains HU","hu9055","Handling Unit","(Container,Handling Unit)","(cr1714,hu9055)","ENTITY","233760"
"cr1714","Container","CR contains HU","hu9056","Handling Unit","(Container,Handling Unit)","(cr1714,hu9056)","ENTITY","233761"
"cr1714","Container","CR for TD","td502","Transport Document","(Container,Transport Document)","(cr1714,td502)","ENTITY","233762"
"cr1678","Container","CR contains HU","hu9057","Handling Unit","(Container,Handling Unit)","(cr1678,hu9057)","ENTITY","233763"
"cr1678","Container","CR contains HU","hu9058","Handling Unit","(Container,Handling Unit)","(cr1678,hu9058)","ENTITY","233764"
"cr1678","Container","CR contains HU","hu9059","Handling Unit","(Container,Handling Unit)","(cr1678,hu9059)","ENTITY","233765"
"cr1678","Container","CR contains HU","hu9060","Handling Unit","(Container,Handling Unit)","(cr1678,hu9060)","ENTITY","233766"
"cr1678","Container","CR contains HU","hu9061","Handling Unit","(Container,Handling Unit)","(cr1678,hu9061)","ENTITY","233767"
"cr1678","Container","CR contains HU","hu9062","Handling Unit","(Container,Handling Unit)","(cr1678,hu9062)","ENTITY","233768"
"cr1678","Container","CR for TD","td489","Transport Document","(Container,Transport Document)","(cr1678,td489)","ENTITY","233769"
"cr1701","Container","CR contains HU","hu9063","Handling Unit","(Container,Handling Unit)","(cr1701,hu9063)","ENTITY","233770"
"cr1701","Container","CR contains HU","hu9064","Handling Unit","(Container,Handling Unit)","(cr1701,hu9064)","ENTITY","233771"
"cr1701","Container","CR contains HU","hu9065","Handling Unit","(Container,Handling Unit)","(cr1701,hu9065)","ENTITY","233772"
"cr1701","Container","CR contains HU","hu9066","Handling Unit","(Container,Handling Unit)","(cr1701,hu9066)","ENTITY","233773"
"cr1701","Container","CR contains HU","hu9067","Handling Unit","(Container,Handling Unit)","(cr1701,hu9067)","ENTITY","233774"
"cr1701","Container","CR contains HU","hu9068","Handling Unit","(Container,Handling Unit)","(cr1701,hu9068)","ENTITY","233775"
"cr1701","Container","CR for TD","td498","Transport Document","(Container,Transport Document)","(cr1701,td498)","ENTITY","233776"
"cr1712","Container","CR contains HU","hu9069","Handling Unit","(Container,Handling Unit)","(cr1712,hu9069)","ENTITY","233777"
"cr1712","Container","CR contains HU","hu9070","Handling Unit","(Container,Handling Unit)","(cr1712,hu9070)","ENTITY","233778"
"cr1712","Container","CR contains HU","hu9071","Handling Unit","(Container,Handling Unit)","(cr1712,hu9071)","ENTITY","233779"
"cr1712","Container","CR for TD","td501","Transport Document","(Container,Transport Document)","(cr1712,td501)","ENTITY","233780"
"cr1697","Container","CR contains HU","hu9072","Handling Unit","(Container,Handling Unit)","(cr1697,hu9072)","ENTITY","233781"
"cr1697","Container","CR contains HU","hu9073","Handling Unit","(Container,Handling Unit)","(cr1697,hu9073)","ENTITY","233782"
"cr1697","Container","CR contains HU","hu9074","Handling Unit","(Container,Handling Unit)","(cr1697,hu9074)","ENTITY","233783"
"cr1697","Container","CR contains HU","hu9075","Handling Unit","(Container,Handling Unit)","(cr1697,hu9075)","ENTITY","233784"
"cr1697","Container","CR contains HU","hu9076","Handling Unit","(Container,Handling Unit)","(cr1697,hu9076)","ENTITY","233785"
"cr1697","Container","CR contains HU","hu9077","Handling Unit","(Container,Handling Unit)","(cr1697,hu9077)","ENTITY","233786"
"cr1697","Container","CR for TD","td496","Transport Document","(Container,Transport Document)","(cr1697,td496)","ENTITY","233787"
"cr1709","Container","CR contains HU","hu9078","Handling Unit","(Container,Handling Unit)","(cr1709,hu9078)","ENTITY","233788"
"cr1709","Container","CR contains HU","hu9079","Handling Unit","(Container,Handling Unit)","(cr1709,hu9079)","ENTITY","233789"
"cr1709","Container","CR contains HU","hu9080","Handling Unit","(Container,Handling Unit)","(cr1709,hu9080)","ENTITY","233790"
"cr1709","Container","CR for TD","td500","Transport Document","(Container,Transport Document)","(cr1709,td500)","ENTITY","233791"
"cr1720","Container","CR contains HU","hu9081","Handling Unit","(Container,Handling Unit)","(cr1720,hu9081)","ENTITY","233792"
"cr1720","Container","CR contains HU","hu9082","Handling Unit","(Container,Handling Unit)","(cr1720,hu9082)","ENTITY","233793"
"cr1720","Container","CR contains HU","hu9083","Handling Unit","(Container,Handling Unit)","(cr1720,hu9083)","ENTITY","233794"
"cr1720","Container","CR contains HU","hu9084","Handling Unit","(Container,Handling Unit)","(cr1720,hu9084)","ENTITY","233795"
"cr1720","Container","CR contains HU","hu9085","Handling Unit","(Container,Handling Unit)","(cr1720,hu9085)","ENTITY","233796"
"cr1720","Container","CR for TD","td503","Transport Document","(Container,Transport Document)","(cr1720,td503)","ENTITY","233797"
"cr1717","Container","CR contains HU","hu9092","Handling Unit","(Container,Handling Unit)","(cr1717,hu9092)","ENTITY","233798"
"cr1717","Container","CR contains HU","hu9093","Handling Unit","(Container,Handling Unit)","(cr1717,hu9093)","ENTITY","233799"
"cr1717","Container","CR contains HU","hu9094","Handling Unit","(Container,Handling Unit)","(cr1717,hu9094)","ENTITY","233800"
"cr1717","Container","CR contains HU","hu9095","Handling Unit","(Container,Handling Unit)","(cr1717,hu9095)","ENTITY","233801"
"cr1717","Container","CR contains HU","hu9096","Handling Unit","(Container,Handling Unit)","(cr1717,hu9096)","ENTITY","233802"
"cr1717","Container","CR contains HU","hu9097","Handling Unit","(Container,Handling Unit)","(cr1717,hu9097)","ENTITY","233803"
"cr1717","Container","CR for TD","td503","Transport Document","(Container,Transport Document)","(cr1717,td503)","ENTITY","233804"
"cr1719","Container","CR contains HU","hu9086","Handling Unit","(Container,Handling Unit)","(cr1719,hu9086)","ENTITY","233805"
"cr1719","Container","CR contains HU","hu9087","Handling Unit","(Container,Handling Unit)","(cr1719,hu9087)","ENTITY","233806"
"cr1719","Container","CR contains HU","hu9088","Handling Unit","(Container,Handling Unit)","(cr1719,hu9088)","ENTITY","233807"
"cr1719","Container","CR contains HU","hu9089","Handling Unit","(Container,Handling Unit)","(cr1719,hu9089)","ENTITY","233808"
"cr1719","Container","CR contains HU","hu9090","Handling Unit","(Container,Handling Unit)","(cr1719,hu9090)","ENTITY","233809"
"cr1719","Container","CR contains HU","hu9091","Handling Unit","(Container,Handling Unit)","(cr1719,hu9091)","ENTITY","233810"
"cr1719","Container","CR for TD","td503","Transport Document","(Container,Transport Document)","(cr1719,td503)","ENTITY","233811"
"cr1721","Container","CR contains HU","hu9098","Handling Unit","(Container,Handling Unit)","(cr1721,hu9098)","ENTITY","233812"
"cr1721","Container","CR contains HU","hu9099","Handling Unit","(Container,Handling Unit)","(cr1721,hu9099)","ENTITY","233813"
"cr1721","Container","CR contains HU","hu9100","Handling Unit","(Container,Handling Unit)","(cr1721,hu9100)","ENTITY","233814"
"cr1721","Container","CR contains HU","hu9101","Handling Unit","(Container,Handling Unit)","(cr1721,hu9101)","ENTITY","233815"
"cr1721","Container","CR contains HU","hu9102","Handling Unit","(Container,Handling Unit)","(cr1721,hu9102)","ENTITY","233816"
"cr1721","Container","CR contains HU","hu9103","Handling Unit","(Container,Handling Unit)","(cr1721,hu9103)","ENTITY","233817"
"cr1721","Container","CR for TD","td504","Transport Document","(Container,Transport Document)","(cr1721,td504)","ENTITY","233818"
"cr1718","Container","CR contains HU","hu9104","Handling Unit","(Container,Handling Unit)","(cr1718,hu9104)","ENTITY","233819"
"cr1718","Container","CR contains HU","hu9105","Handling Unit","(Container,Handling Unit)","(cr1718,hu9105)","ENTITY","233820"
"cr1718","Container","CR contains HU","hu9106","Handling Unit","(Container,Handling Unit)","(cr1718,hu9106)","ENTITY","233821"
"cr1718","Container","CR contains HU","hu9107","Handling Unit","(Container,Handling Unit)","(cr1718,hu9107)","ENTITY","233822"
"cr1718","Container","CR contains HU","hu9108","Handling Unit","(Container,Handling Unit)","(cr1718,hu9108)","ENTITY","233823"
"cr1718","Container","CR contains HU","hu9109","Handling Unit","(Container,Handling Unit)","(cr1718,hu9109)","ENTITY","233824"
"cr1718","Container","CR for TD","td503","Transport Document","(Container,Transport Document)","(cr1718,td503)","ENTITY","233825"
"cr1722","Container","CR contains HU","hu9110","Handling Unit","(Container,Handling Unit)","(cr1722,hu9110)","ENTITY","233826"
"cr1722","Container","CR for TD","td504","Transport Document","(Container,Transport Document)","(cr1722,td504)","ENTITY","233827"
"cr1687","Container","CR contains HU","hu9111","Handling Unit","(Container,Handling Unit)","(cr1687,hu9111)","ENTITY","233828"
"cr1687","Container","CR contains HU","hu9112","Handling Unit","(Container,Handling Unit)","(cr1687,hu9112)","ENTITY","233829"
"cr1687","Container","CR contains HU","hu9113","Handling Unit","(Container,Handling Unit)","(cr1687,hu9113)","ENTITY","233830"
"cr1687","Container","CR contains HU","hu9114","Handling Unit","(Container,Handling Unit)","(cr1687,hu9114)","ENTITY","233831"
"cr1687","Container","CR contains HU","hu9115","Handling Unit","(Container,Handling Unit)","(cr1687,hu9115)","ENTITY","233832"
"cr1687","Container","CR contains HU","hu9116","Handling Unit","(Container,Handling Unit)","(cr1687,hu9116)","ENTITY","233833"
"cr1687","Container","CR for TD","td493","Transport Document","(Container,Transport Document)","(cr1687,td493)","ENTITY","233834"
"cr1734","Container","CR contains HU","hu9117","Handling Unit","(Container,Handling Unit)","(cr1734,hu9117)","ENTITY","233835"
"cr1734","Container","CR contains HU","hu9118","Handling Unit","(Container,Handling Unit)","(cr1734,hu9118)","ENTITY","233836"
"cr1734","Container","CR contains HU","hu9119","Handling Unit","(Container,Handling Unit)","(cr1734,hu9119)","ENTITY","233837"
"cr1734","Container","CR contains HU","hu9120","Handling Unit","(Container,Handling Unit)","(cr1734,hu9120)","ENTITY","233838"
"cr1734","Container","CR contains HU","hu9121","Handling Unit","(Container,Handling Unit)","(cr1734,hu9121)","ENTITY","233839"
